filename,genre,zcr_mean,zcr_std,chroma_stft_mean,chroma_stft_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std
Satie - Big Blood,Country - Folk,0.055488190477343144,0.024845562841579925,0.28979555,0.29172426,1187.7362554232377,275.72963004739205,2283.445242151191,532.8652865032349,1366.2023314290846,157.00563532979254,-117.433044,27.497095,163.34401,17.72441,-44.01315,16.8146,41.845367,10.845053,-9.820652,10.006333,14.8894,7.1677203,0.8059122,8.960773,-0.29433593,7.5734854,3.127216,6.991878,-14.935887,5.8885503,-18.86303,7.398643,1.6736572,5.9814744
Smoke In The Cupboard - Stephen Bartolomei,Country - Folk,0.046949509222501934,0.034092778190195544,0.2929962,0.3022533,1286.930544434012,686.498892872274,2644.155583577411,1466.9127953560098,1784.7979952708536,477.99400526742863,-144.56596,65.17602,126.31813,28.688086,6.108942,15.929932,44.20413,10.934537,11.396569,9.863672,20.727879,8.032016,-5.726795,8.671722,-0.61423,9.237263,-19.010998,7.555201,-3.0327528,8.512894,-12.119729,7.9326353,-0.550521,7.171443
Tanah - Rully Shabara and Wukir,Country - Folk,0.08312676732888631,0.04227055676526527,0.273136,0.2946676,1619.5845766927519,771.0778944038581,3198.9963044699825,1871.2761174815232,1920.8495387241485,563.7683344706558,-175.07176,50.08873,135.88983,34.65561,-0.15966079,17.161871,8.729712,12.985604,-14.970892,11.434434,12.970176,7.393073,-1.0385659,9.543253,8.80014,8.759046,-10.18161,9.56883,15.954481,10.848282,12.02343,8.8670635,9.404265,9.730481
The Mountains Will Collide - Derek Clegg,Country - Folk,0.07603668189288476,0.048691325791273034,0.30925274,0.29291776,1889.3792653149112,741.4932987667529,3942.20823212732,1731.7411857234165,2277.4108347638,465.74318963783037,-52.12737,37.112038,115.86502,28.210518,0.23855013,17.940928,23.634645,11.641484,8.257411,10.831835,2.219171,14.688932,-2.8758345,10.1987915,2.3520968,7.932046,-10.583909,8.107958,7.385193,9.766978,-14.129299,8.043693,1.9728858,7.201931
Trails - Kelly Latimore,Country - Folk,0.04091312754163439,0.018289633837624542,0.32543266,0.29545653,1259.2718450359969,342.3476636488201,2758.4933894812643,1063.773234478074,1889.0541245495695,263.1661979585188,-125.08946,31.272509,129.5307,19.701023,16.378809,10.593917,47.944023,8.727056,-3.1288958,6.893496,22.885511,5.821827,-4.182464,6.4403863,2.5178711,5.812589,-13.516781,6.2892737,9.076529,6.056016,-5.447991,5.8621984,0.4833774,4.997457
Vladimir Estragon - Jahzzar,Country - Folk,0.05551791799593968,0.028985087370804564,0.31106418,0.2889999,1443.6756199513068,602.2885561672487,3057.8397463203305,1544.6683985464356,1955.8673396654303,483.44914685343383,-177.50247,87.76792,124.18491,28.122002,12.129299,19.602354,34.937458,12.545822,8.16817,12.202907,14.999731,12.120719,-0.5940389,11.510642,7.2008862,8.568802,-1.3862987,10.110716,1.6248006,6.845405,-10.443782,7.129947,2.9274209,8.989585
64 Sundays - Twin Musicom,Jazz - Blues,0.059546356421356424,0.03279374908838342,0.28426552,0.30322123,1277.433147710808,800.3009950285337,2697.665733148244,1985.5049594494374,1695.1646191689226,722.060507732158,-213.66162,98.85396,131.29218,55.317867,12.196165,22.168478,35.09326,16.79883,22.094934,14.717062,27.0506,13.380702,5.6121817,15.761687,8.489941,12.51999,-5.4254737,12.211127,-1.3855245,11.346043,-7.7254343,11.369526,-2.9285526,11.168839
Abbey Rhodes - Drop Trio,Jazz - Blues,0.07030456354005418,0.05117928871095715,0.32037508,0.30793056,1851.6593822975249,950.3199412642409,4126.275048979296,2394.082079601883,2282.570808897683,682.3603749712046,-228.3659,131.3549,105.22607,34.68336,29.538355,21.997456,26.76522,14.350165,-2.6236112,12.926387,9.14997,10.269354,-9.882701,10.001765,3.4210846,9.878124,-3.7878897,9.372454,8.66563,7.847452,0.95424587,9.57284,8.473052,9.746665
About 10 Hours Looking At The Ceiling - Irisu Syndrome,Jazz - Blues,0.05027103202459334,0.022538041647749682,0.23616363,0.2853154,727.292615194193,200.6841389074392,1138.1740626210303,326.0705207814424,975.4465873109001,266.3697062031117,-232.32935,39.948833,176.04948,25.83775,-1.7110068,14.907885,15.957537,13.18285,1.4092413,16.39177,6.3299966,18.191938,-10.7895975,15.91466,-14.61682,12.990587,-16.983383,11.814681,-18.855146,10.04425,-18.540668,7.5967,-16.77533,10.3694315
blues.00001,Jazz - Blues,0.05603980870552978,0.03804630719740175,0.3408494,0.30818206,1530.2617668815155,613.1194895956231,3550.7136156830047,1725.7783473036059,2038.987608168796,462.49875994490174,-207.52383,88.142525,123.98514,23.662489,8.947019,23.923552,35.86715,16.270117,2.9095943,16.732485,21.519472,12.504673,-8.556513,14.170464,23.370676,11.940147,-10.103608,12.888547,11.899242,10.21554,-5.558824,10.254578,5.3778763,9.808391
blues.00003,Jazz - Blues,0.03330886262567672,0.020561103742135052,0.40485436,0.30659202,1070.1534179991847,429.37863172796966,2184.8790286035382,1221.9156472279285,1596.422564648525,408.10763815768064,-199.57513,74.2177,150.0861,21.361393,5.663404,16.034643,26.855282,12.584162,1.7700716,16.369904,14.232647,11.26088,-4.827845,12.487864,9.286853,9.015004,-0.75612015,9.607383,8.134435,8.448777,-3.200026,10.500921,6.078081,6.9436674
blues.00005,Jazz - Blues,0.09404153373936582,0.07895058970522166,0.30252185,0.2958907,1832.0115969793162,1015.1274949311747,3481.4676306917054,1809.5265116114597,1729.5808045469614,449.2728281070016,-177.80176,85.48365,118.20316,56.52615,-17.57063,25.575533,30.760927,22.038372,-21.742554,20.815298,11.919263,16.321997,-20.734299,13.027126,3.1852882,11.563018,-8.580818,13.123481,-0.9328852,10.006048,-11.772245,8.7495575,-2.4087636,8.877085
blues.00006,Jazz - Blues,0.07305223740815932,0.04369405757996276,0.29142597,0.3065695,1459.4696906334664,661.8345700745576,2795.910729498985,1273.3843919480398,1389.0684455609621,430.2979446805255,-190.06882,98.25145,130.27023,43.9739,-36.362114,36.152878,33.036213,21.913311,11.093892,32.90848,-0.59188193,16.736532,-20.890266,12.315981,0.27844247,10.141663,-6.496385,11.449826,-5.5127354,12.385571,-7.847404,9.3544855,-3.1243007,8.013118
blues.00037,Jazz - Blues,0.048163866130123745,0.0356653236643039,0.24866746,0.31302577,1188.4732077014146,607.9548802611829,2339.8331573557134,1730.1663229224876,1683.0974004989187,447.5713704069052,-328.56018,86.45155,102.709816,25.12863,19.872597,26.521942,26.714405,13.066863,7.1520658,15.894049,22.708387,15.762461,-6.9570885,14.448739,12.789707,12.444314,-10.729283,12.585362,-0.4425992,9.143344,-12.386709,10.497478,-8.909131,10.5339575
blues.00064,Jazz - Blues,0.14683293153035576,0.03254251301746449,0.3326599,0.2835374,2553.361072844356,328.44247996491515,5148.284104915893,525.7929118046876,2280.187545149397,181.1773589636598,-85.13846,29.81773,88.807526,13.116959,-16.32557,13.798755,59.228165,11.402798,-35.98338,8.8433695,14.397045,6.4057436,-22.296473,7.1627827,9.660774,7.3133054,-14.823983,6.7258453,11.181689,6.7593417,-14.806866,6.4930787,8.475102,6.044748
blues.00067,Jazz - Blues,0.1127057352088167,0.04131181612857065,0.3379236,0.29380012,2258.1151496918774,468.1997753702635,4754.616183747825,831.4726557876455,2175.9191964461243,236.165421387944,-95.46357,30.575739,101.38746,19.121157,-20.677706,18.627968,48.668915,13.2737465,-30.248262,11.850868,20.8077,9.244118,-18.291418,15.534937,14.138235,7.8938947,-12.79949,8.92581,13.443616,7.5165358,-14.068502,10.286116,7.7323503,8.540941
blues.00069,Jazz - Blues,0.12512877332269914,0.050021748685897705,0.29205313,0.29458517,2371.309053037537,486.5706131713849,5005.187393507105,697.047190484424,2209.900826494475,207.60838500700672,-121.47392,34.386253,96.09719,20.891571,-19.590857,16.502567,48.038452,11.44654,-38.78463,14.145428,24.768978,10.171624,-32.94141,11.496108,8.102541,10.059475,-17.818922,8.3036,6.11786,8.60755,-19.995438,6.5503554,6.800339,8.016795
blues.00071,Jazz - Blues,0.13464138328982986,0.03780500967737291,0.30516553,0.28296053,2429.004094153088,312.64044307917345,5065.090666237674,481.6667728858659,2286.7671320519435,158.16748961209413,-89.39791,26.35509,93.79924,13.874477,-14.558413,11.563439,54.38949,9.960183,-33.50723,8.036734,19.428232,6.4559283,-19.761513,6.850202,13.029956,6.7945457,-13.864508,7.238538,14.617379,7.1749115,-14.972617,7.7547655,10.598986,5.9527144
blues.00092,Jazz - Blues,0.03231153023491879,0.0400037193128851,0.39096886,0.31694692,918.6809998407423,723.1273562080713,1602.5332846940255,1512.530063883034,1437.0351043533017,438.5529213127068,-332.2246,85.39549,128.08928,31.068365,28.80515,34.43431,41.830193,17.428276,31.214472,15.147636,23.334787,12.667417,5.7841125,13.670374,9.001364,12.186754,-3.8817165,13.573958,3.731323,9.786733,-0.8742291,9.526457,-0.43919,9.0887165
Called Upon - Silent Partner,Jazz - Blues,0.01752426795189631,0.0146302247470918,0.33391127,0.31827274,805.3022032427393,598.627849783828,1428.751253832855,1790.413774988862,1560.435805770446,675.4310501337346,-235.46246,72.3832,137.87146,32.65736,50.565903,21.664577,37.04826,13.053308,16.174482,11.509155,19.90644,9.106214,9.538809,9.212273,13.436342,8.541779,-0.11763662,8.075257,6.360377,8.455451,-4.2390833,9.416484,4.1716237,9.777591
Capture My Soul - Colin Shadick and Roger Nicholls,Jazz - Blues,0.08616707917796282,0.02453942146143613,0.261021,0.29963514,1666.5419434393662,379.66709833179675,2866.4262767174187,792.8862861664803,1353.4057330037424,265.6154359675017,-187.03537,97.97601,126.66513,28.938953,-94.73415,28.494642,-7.78213,25.36735,-43.846855,10.212087,-23.095285,10.965429,-13.104806,6.798773,-15.173049,8.853479,-14.449034,10.190136,-6.778095,7.9724236,-10.068279,8.430542,-2.6777065,6.264217
Central Groove,Jazz - Blues,0.031803095672890865,0.020196813057539745,0.36153966,0.29995665,952.9601335389156,560.557233716027,1893.1260525257594,1732.3662873856467,1544.533440947084,776.6709516025278,-191.5165,83.75301,152.03757,42.94562,46.552406,27.895897,30.446507,24.832819,5.0277386,12.778241,20.404327,8.726964,0.842596,9.087351,6.726773,9.656629,-2.72681,6.1278853,6.8543653,8.443499,-3.6234655,6.781188,-1.0903721,7.1912737
George Street Shuffle - Kevin MacLeod,Jazz - Blues,0.02384116108021077,0.012598532966153533,0.3475001,0.3092846,838.2901062072577,344.1139277454515,1326.712586449795,1070.3324361593072,1617.044715558759,411.5648582148122,-278.17395,45.913868,146.57767,24.844025,40.70104,18.507067,32.69303,13.09516,15.276929,9.944694,14.195198,11.2396755,-0.6194756,12.374011,10.128595,10.540159,-7.9984097,8.179009,5.973628,8.811617,-1.778227,11.8558235,9.670933,9.215923
I Knew a Guy - Kevin MacLeod,Jazz - Blues,0.039197504578357176,0.038330313186981005,0.26737785,0.31598926,1023.1534691582157,647.7860337352729,1712.9855960760658,1800.5203067434488,1734.227751598255,654.8555994650739,-422.4387,53.628033,86.175606,32.017967,52.24912,24.68531,28.774948,17.771856,11.722828,14.277177,9.181832,13.381757,9.602414,13.67952,7.85839,12.060771,4.100371,11.885743,5.51791,11.6135845,5.882398,10.416976,6.383688,9.898068
jazz.00035,Jazz - Blues,0.037725674303944315,0.011493995937902506,0.26457494,0.29996774,844.1729949130147,226.59875051458226,1608.811720562645,654.5927126510048,1104.4627955958779,162.1706713635245,-261.9065,51.051117,182.52736,21.423145,-16.897043,25.523893,49.855297,15.123123,-1.2192539,9.541557,6.34592,8.220736,5.9968686,8.434483,-8.87631,7.4416,-10.314593,7.5445986,-3.2035499,7.8187785,-5.370093,7.2569256,-3.5455356,5.7643785
jazz.00055,Jazz - Blues,0.03777854311678268,0.011457307919710148,0.26457426,0.2999633,871.796536792597,224.2603879632515,1632.701418847883,657.1186776586212,1205.6555879774455,165.85751761006708,-260.38052,51.366432,180.59885,22.182281,-15.351955,24.737402,48.54308,14.321783,-0.07772124,9.085471,5.433353,8.2334795,6.595534,8.399823,-9.157926,7.161741,-10.286931,7.2194295,-2.9881864,7.614921,-5.8197927,7.236148,-2.9285157,5.6788497
jazz.00087,Jazz - Blues,0.04283468979601701,0.02916023517139725,0.3423495,0.3208948,1846.8634838198225,855.5673972586509,4332.17071037558,2647.6728819071627,2731.2712863256857,584.8227006280786,-340.92114,85.1723,89.82105,34.331905,44.52626,19.98296,28.849882,16.36445,16.312696,13.843609,10.603151,13.176318,6.996853,9.730018,0.83877164,11.259391,6.085583,9.974428,7.1257286,9.466053,5.4259996,8.686472,2.7258344,8.817509
Minor Mush - John Deley and the 41 Players,Jazz - Blues,0.109052993355433,0.0409813629628697,0.38917273,0.28205213,2146.126451234011,569.5961662370382,4384.066160103996,1250.8531745351222,2202.0247248313267,353.9479800967632,-50.529327,97.58308,99.51322,28.40109,-19.07146,14.440273,32.29986,12.64386,-1.4070892,9.113416,9.131852,7.8186893,-7.2498903,7.813124,12.76064,7.097368,-5.936077,6.7473216,4.2321854,7.5514774,-11.563462,6.4087577,1.7159216,6.436287
Poppies - Rolemusic,Jazz - Blues,0.027013319919760248,0.02426273943692113,0.34095255,0.28785506,2071.2849897642664,629.9599536887339,5082.368855133411,1431.1744393221175,2625.6532298624884,320.46743652295197,-3.60259,45.94861,82.61494,22.503487,3.1723392,13.170123,22.136843,9.209868,-2.738201,7.8632336,12.1905775,7.152315,-7.397602,7.423673,9.075764,7.2484565,-5.012527,7.455948,11.430384,6.99561,-2.2488735,5.6096683,14.409087,5.596522
Silenci - Sergi Boal,Jazz - Blues,0.044532421572658666,0.07653592060113731,0.26577312,0.3040402,827.3801121273141,628.2106516880743,1455.8786965007014,1284.6146394459897,1127.2990074196375,412.4298064727661,-345.91974,94.91711,138.94731,37.393494,11.443949,32.32681,38.651096,14.183502,20.43484,14.211889,2.844259,11.139063,-4.8851833,9.236339,-10.281602,8.861007,-12.7858925,8.194674,-20.555807,9.144505,-19.377317,8.741799,-4.89773,7.229569
Smallone - Yoni Kretzmer 2Bass Quartet,Jazz - Blues,0.033091447670762386,0.024410947863116733,0.30453888,0.32296526,1109.3277818968618,644.5143793136447,2266.790459694877,1755.0365233714667,1646.4445386428786,604.9245350082343,-418.10394,77.071526,92.12062,42.465927,29.405241,31.958405,31.147316,15.000595,14.31608,11.500996,11.475767,9.685596,10.000436,7.29012,4.6618314,6.890373,0.20462282,7.5543766,-0.6918918,6.313597,0.3702156,6.2187247,1.1617429,6.1208143
Spell - Rolemusic,Jazz - Blues,0.020102233178654293,0.01899514718903643,0.32943314,0.2930745,1815.723183385126,468.91105495139595,4547.969044554814,1169.0302279232028,2520.5860252651987,256.6025478382954,-32.218544,52.41403,91.465096,17.132946,16.3488,16.7376,24.742838,8.937305,-0.74529994,9.250712,11.299489,10.511975,-7.808842,11.387946,9.187518,13.490795,-7.657012,12.749588,3.3592553,9.753145,-10.080512,10.179072,3.348706,9.520347
Sum of My Fears - Dazie Mae,Jazz - Blues,0.023748917471701797,0.01624654996419512,0.27121222,0.32126805,1095.832069732918,711.7686925614084,2327.762791367828,2223.4290756665087,1870.6166107836245,699.5520405775746,-221.32382,53.814762,113.00603,36.548256,32.26519,17.672016,48.794247,10.041205,33.926304,13.615515,21.424799,11.752132,6.505941,9.038578,12.848361,7.9772077,-9.292129,6.2978067,5.6121936,6.5685205,0.9706033,7.379136,0.9247587,6.777129
The Night Falling - JR Tundra,Jazz - Blues,0.04661571557971014,0.0342483248923458,0.35376784,0.2989266,1431.3187581740692,624.730775935568,3043.1596467391305,1477.2942062360307,1923.7442144830914,395.196952217943,-204.33072,58.255157,126.17493,34.22853,6.15722,12.659145,38.73638,11.614366,-1.860568,7.5802937,15.574272,7.6925077,1.112294,7.6185036,2.446582,7.917798,-7.8699307,7.8502855,4.3285522,7.370974,-2.354493,6.1079574,4.74688,6.0082226
Together With You - JR Tundra,Jazz - Blues,0.04357738395011862,0.03272368708067601,0.262521,0.30017704,1248.5445140135857,544.0579495732383,2547.8628847611512,1429.949692030569,1814.3618810696207,417.4352597958801,-226.80945,67.836945,118.835754,28.228533,8.825555,19.366865,45.981155,12.75863,17.410557,9.553281,21.2534,9.142934,0.47891226,9.067615,-0.7708313,8.214443,-13.215887,9.501083,-3.689888,8.507348,-12.771067,8.90918,-8.504343,8.38138
Why Do We Do What We Do,Jazz - Blues,0.045148841899299276,0.03259833270741793,0.33230427,0.30340505,782.2337653206938,554.7404133852602,1444.2451728144779,1322.3096882880745,1101.3222941287124,597.9448046920296,-298.97552,73.44147,165.17096,35.080048,22.92225,29.241034,17.52938,16.068455,21.144907,13.76734,17.907639,12.005965,8.230308,10.293865,3.4410532,10.286596,1.2809117,8.208811,1.6625972,9.166158,-1.9685605,10.81574,-1.618183,9.994668
Asleep - Tomh,RnB - Soul,0.04630424058958446,0.04074538659736929,0.35393173,0.3080843,1319.7422452604083,749.3396430154523,2716.9626534673503,1946.0360786031047,1850.1259632932577,704.5008787881305,-197.01955,92.78699,129.5493,38.68898,20.23359,27.020542,24.281948,20.126951,3.1807642,15.575825,-3.7702622,16.053534,-2.9839602,12.387184,-2.6319385,14.160802,-8.65234,11.241152,-0.8989603,10.957924,-8.025588,10.427638,0.71292406,10.660578
Awware - Double-F the King,RnB - Soul,0.04472549875186886,0.04620101867996515,0.43422204,0.30925053,1277.254587103531,1098.1014406847344,3072.636774023187,3126.80292608337,1718.678245608601,1214.1518265309057,-249.35146,111.93842,123.745865,40.790077,46.847256,26.404001,7.095652,29.642626,8.4594555,22.721773,5.202237,19.588772,1.9753469,18.189682,5.516325,18.66621,-7.740793,13.988434,0.8478169,17.200434,-8.458248,12.577812,-2.3221765,16.798466
Best I Can - Jasmine Jordan,RnB - Soul,0.0840132472826087,0.0663174132717567,0.35941654,0.31180173,2153.8426015148566,915.5442431369261,4740.784044589921,1897.0026823157327,2458.8073931148533,469.91093137981653,-128.35567,76.31303,88.5681,33.22016,11.408023,25.089962,29.807579,21.962885,-1.3364104,15.548148,9.218197,16.87813,6.932805,16.634512,8.209957,14.056485,-1.29204,13.253268,11.554904,11.966038,-11.8421545,10.452668,5.4664793,10.939466
